"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38947","REVIEW_03: Logged in user submits comment → success and instantly displays","chromium","2026-06-07","failed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","20362","UPDATE_PROFILE_04: Should show error when email is blank","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","17206","Should close register form with X button","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","29527","Date Picker - Hiển thị đủ các tùy chọn chọn nhanh (Static Ranges)","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","24674","Should close login form by clicking outside popup","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","37973","ROOM_LIST_02: Should navigate to room details on card click","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","12264","UPDATE_PROFILE_02: Should close popup without saving","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","38976","BOOKING_02: Log in first → book room → success + appears in dashboard","chromium","2026-06-07","failed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","17240","ROOM_02: Access room detail via direct URL → displays correctly","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","14097","Should not login with wrong email","chromium","2026-06-07","failed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","1","UPDATE_AVATAR_05: Should reject non-image file format","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","18810","UPDATE_AVATAR_09: Should persist avatar after page refresh","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","35342","UPDATE_AVATAR_02: Should close photo update popup","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","1","EARNINGS_01: Should access earnings page","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","18352","UPDATE_PROFILE_03: Should update profile successfully","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","11722","UPDATE_AVATAR_06: Should reject image exceeding file size limit","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","45852","UPDATE_AVATAR_04: Should show error when no image selected","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","0","SEARCH_FILTER_07: Should handle excessive guest count","chromium","2026-06-07","skipped","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","14420","UPDATE_AVATAR_03: Should upload image in correct format","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","28856","UPDATE_PROFILE_07: Should show error when name is blank","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","0","EARNINGS_02: Should restrict access for non-host user","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","7278","SEARCH_FILTER_05: Should have disabled past dates","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","42010","ROOM_05: Click image → gallery opens, navigate next/prev, close gallery","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","38855","REVIEW_08: Comment with special characters, emoji → success","chromium","2026-06-07","failed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","24491","REVIEW_02: Guest user sees ""Need login to comment"" notification","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","11163","ROOM_LIST_04: Should show map markers for rooms","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","24314","UPDATE_PROFILE_08: Should accept name with numbers/special chars","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","16508","BOOKED_03: Should load multiple rooms with pagination","chromium","2026-06-07","passed","2026-06-07","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","22332","BOOKED_02: Should show message when no rooms rented","chromium","2026-06-07","failed","2026-06-07","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","5992","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","10088","UPDATE_PROFILE_05: Should show error for incorrect email format","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","8456","SEARCH_FILTER_01: Should show all locations when location is blank","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","1","EARNINGS_03: Should show message when host has no income","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","39716","ROOM_04: Click ""Hiển thị thêm""/""Ẩn bớt"" description (BUG)","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","22602","REVIEW_04: Room with no comments → displays ""No comments""","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","36135","REVIEW_01: Comment section displays correctly: avatar, name, stars, date, content (BUG)","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","10570","Should show error when Birthday is missing","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","11929","ROOM_LIST_03: Should toggle favorite icon","chromium","2026-06-07","failed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","17047","Should not register with future date of birth","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","14508","Should open login box","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","38772","ROOM_01: Room detail displays correctly according to API response (name, host, amenities, price, reviews)","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","0","SEARCH_FILTER_04: Should reject end date before start date","chromium","2026-06-07","skipped","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","9122","Should close login form with X button","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","30396","Should not login with empty email and password","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","10836","BOOKING_04: Booking modal displays fully: price, reviews, dates, guests, book button, total price, language consistency","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","28612","ROOM_LIST_01: Should display room list with full info","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","11827","UPDATE_AVATAR_08: Should handle multiple upload clicks","chromium","2026-06-07","failed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","38722","BOOKING_01: Not logged in click Book → show login request notification","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","19801","Should not register with letters in phone number","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","15126","Location Integrity - 8 địa điểm từ API phải hiển thị trên trang","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","21801","SEARCH_FILTER_03: Should open date range picker","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","37748","Should register successfully","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","41517","BOOKING_05: Select past date (Yesterday) → must not apply to check-in (BUG: app allows)","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","19973","Should show error when only Name is filled","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
