"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16226","Should show success toast on login","chromium","2026-06-08","failed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","10057","Should not register with all fields empty","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","15658","Should not register with future date of birth","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","8685","UPDATE_PROFILE_03: Should update profile successfully","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7409","UPDATE_AVATAR_04: Should show error when no image selected","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","11231","SEARCH_05: Select dates on results page → date picker works normally","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","9929","PROMINENT_LOCATION_01: Should filter room data by location","chromium","2026-06-08","passed","2026-06-08","Prominent Location","homepage/location.spec.ts","",""
"","11743","UPDATE_PROFILE_17: Should persist data after page refresh","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","13251","UPDATE_PROFILE_15: Should update successfully with no data changed","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","25116","Location Integrity - 8 địa điểm từ API phải hiển thị trên trang","chromium","2026-06-08","failed","2026-06-08","","homepage/layout.spec.ts","",""
"","9746","Should not register with existing email","chromium","2026-06-08","failed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","20284","SEARCH_09: Results page displays full layout: location banner, search bar, filters, room list","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","16187","ROOM_LIST_06: Should maintain markers when zooming map","chromium","2026-06-08","passed","2026-06-08","Room List","homepage/room-list.spec.ts","",""
"","9137","SEARCH_03: Open location picker → display all locations from API","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","1","EARNINGS_03: Should show message when host has no income","chromium","2026-06-08","skipped","2026-06-08","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","10655","REVIEW_06: Extremely long comment → character limit or warning (BUG)","chromium","2026-06-08","passed","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","15254","UPDATE_PROFILE_01: Should open profile editing popup","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","11579","ROOM_02: Access room detail via direct URL → displays correctly","chromium","2026-06-08","passed","2026-06-08","Room Detail","booking/room-detail.spec.ts","",""
"","7297","UPDATE_AVATAR_07: Should handle rectangular image upload","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","19771","ROOM_01: Room detail displays correctly according to API response (name, host, amenities, price, reviews)","chromium","2026-06-08","passed","2026-06-08","Room Detail","booking/room-detail.spec.ts","",""
"","19818","BOOKING_07: Click Check-in → opens date picker, select dates → displays correctly on modal","chromium","2026-06-08","passed","2026-06-08","Booking","booking/booking.spec.ts","",""
"","12375","Should login successfully","chromium","2026-06-08","failed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","22499","ROOM_05: Click image → gallery opens, navigate next/prev, close gallery","chromium","2026-06-08","passed","2026-06-08","Room Detail","booking/room-detail.spec.ts","",""
"","6956","SEARCH_FILTER_05: Should have disabled past dates","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","12633","PROMINENT_LOCATION_02: Should navigate to room list on location click","chromium","2026-06-08","passed","2026-06-08","Prominent Location","homepage/location.spec.ts","",""
"","22345","Should not register with letters in phone number","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","11845","ROOM_LIST_02: Should navigate to room details on card click","chromium","2026-06-08","passed","2026-06-08","Room List","homepage/room-list.spec.ts","",""
"","9143","Footer - Kiểm tra cấu trúc các mục thông tin và liên kết","chromium","2026-06-08","passed","2026-06-08","","homepage/layout.spec.ts","",""
"","19135","Should close login form by clicking outside popup","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","35062","REVIEW_02: Guest user sees ""Need login to comment"" notification","chromium","2026-06-08","broken","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","29802","Should not login with invalid email format","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","12636","SEARCH_FILTER_03: Should open date range picker","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","9348","Should close login form with X button","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","11577","Should not register with password under 6 characters","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","10295","SEARCH_02: Search by another location from results page → switch to new location","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","28105","Should not register with incorrect phone number length","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","11091","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-08","passed","2026-06-08","","homepage/layout.spec.ts","",""
"","13979","REVIEW_04: Room with no comments → displays ""No comments""","chromium","2026-06-08","passed","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","35237","UPDATE_PROFILE_12: Should show error when birthday is blank","chromium","2026-06-08","broken","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","9444","UPDATE_PROFILE_04: Should show error when email is blank","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","11707","Location Picker - Dữ liệu hiển thị phải khớp với API","chromium","2026-06-08","passed","2026-06-08","","homepage/layout.spec.ts","",""
"","12339","ROOM_LIST_03: Should toggle favorite icon","chromium","2026-06-08","failed","2026-06-08","Room List","homepage/room-list.spec.ts","",""
"","13361","ROOM_04: Click ""Hiển thị thêm""/""Ẩn bớt"" description (BUG)","chromium","2026-06-08","passed","2026-06-08","Room Detail","booking/room-detail.spec.ts","",""
"","14526","SEARCH_FILTER_01: Should show all locations when location is blank","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","8301","UPDATE_AVATAR_02: Should close photo update popup","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","12169","BOOKED_03: Should load multiple rooms with pagination","chromium","2026-06-08","passed","2026-06-08","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","16061","Should close register form with X button","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","9031","UPDATE_PROFILE_08: Should accept name with numbers/special chars","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","21663","Should show error when Birthday is missing","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","26454","Should show error when only Name is filled","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","9795","SEARCH_01: Search by location from homepage → display results for correct location","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","16337","BOOKING_03: Log in directly on room detail page → book room → success + appears in dashboard","chromium","2026-06-08","failed","2026-06-08","Booking","booking/booking.spec.ts","",""
"","25596","UPDATE_AVATAR_01: Should open photo update popup","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","0","SEARCH_FILTER_04: Should reject end date before start date","chromium","2026-06-08","skipped","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","20192","ROOM_LIST_05: Should focus map on room card click","chromium","2026-06-08","passed","2026-06-08","Room List","homepage/room-list.spec.ts","",""
"","11940","Should not login with empty email and password","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","17067","REVIEW_03: Logged in user submits comment → success and instantly displays","chromium","2026-06-08","failed","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","18777","Date Picker - Hiển thị đủ các tùy chọn chọn nhanh (Static Ranges)","chromium","2026-06-08","passed","2026-06-08","","homepage/layout.spec.ts","",""
"","9878","REVIEW_05: Submit comment without selecting stars → still succeeds","chromium","2026-06-08","failed","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","17690","SEARCH_07: Click on search bar → expands, click outside → collapses (BUG)","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","15576","PROMINENT_LOCATION_04: Should show hover effect on location cards","chromium","2026-06-08","passed","2026-06-08","Prominent Location","homepage/location.spec.ts","",""
"","1","EARNINGS_01: Should access earnings page","chromium","2026-06-08","skipped","2026-06-08","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","12530","SEARCH_08: Apply price filter → results change according to filter (BUG)","chromium","2026-06-08","passed","2026-06-08","Search","homepage/search.spec.ts","",""
"","12638","Login form should not have password toggle icon","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","7201","UPDATE_AVATAR_08: Should handle multiple upload clicks","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","15232","UPDATE_AVATAR_06: Should reject image exceeding file size limit","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","10505","UPDATE_PROFILE_07: Should show error when name is blank","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","9097","UPDATE_PROFILE_10: Should show error for incorrect phone format","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","20539","SEARCH_FILTER_08: Should search by clicking magnifying glass icon","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","9865","ROOM_LIST_04: Should show map markers for rooms","chromium","2026-06-08","passed","2026-06-08","Room List","homepage/room-list.spec.ts","",""
"","10926","Should open login box","chromium","2026-06-08","passed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","7762","UPDATE_AVATAR_03: Should upload image in correct format","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","14392","Should logout from another page successfully","chromium","2026-06-08","failed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","8981","SEARCH_FILTER_02: Should search rooms by valid location","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","10454","UPDATE_PROFILE_14: Should show error when gender is not selected","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","12891","Should register successfully","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","20747","REVIEW_08: Comment with special characters, emoji → success","chromium","2026-06-08","failed","2026-06-08","User Reviews","booking/review.spec.ts","",""
"","7422","Should toggle password visibility with eye icon","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","11723","UPDATE_PROFILE_05: Should show error for incorrect email format","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","11053","UPDATE_PROFILE_16: Should handle multiple consecutive update clicks","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","27381","Should not login with wrong password","chromium","2026-06-08","failed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","1","EARNINGS_02: Should restrict access for non-host user","chromium","2026-06-08","skipped","2026-06-08","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","24893","SEARCH_FILTER_09: Should search by pressing Enter","chromium","2026-06-08","passed","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","25005","ROOM_03: Click ""Dịch sang tiếng Anh"" → content is translated (BUG)","chromium","2026-06-08","passed","2026-06-08","Room Detail","booking/room-detail.spec.ts","",""
"","1","SEARCH_FILTER_07: Should handle excessive guest count","chromium","2026-06-08","skipped","2026-06-08","Search Filter","homepage/search-filter.spec.ts","",""
"","15861","BOOKING_05: Select past date (Yesterday) → must not apply to check-in (BUG: app allows)","chromium","2026-06-08","passed","2026-06-08","Booking","booking/booking.spec.ts","",""
"","18818","Should not create duplicate account when clicking register multiple times","chromium","2026-06-08","passed","2026-06-08","CyberBnB Register","homepage/register.spec.ts","",""
"","35061","UPDATE_PROFILE_06: Should show error for existing email","chromium","2026-06-08","broken","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","15701","BOOKED_02: Should show message when no rooms rented","chromium","2026-06-08","failed","2026-06-08","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","9961","BOOKING_02: Log in first → book room → success + appears in dashboard","chromium","2026-06-08","failed","2026-06-08","Booking","booking/booking.spec.ts","",""
"","10706","UPDATE_PROFILE_02: Should close popup without saving","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","13791","BOOKING_06: Increase/decrease guest count using +/– → correct values, within min/max limits","chromium","2026-06-08","passed","2026-06-08","Booking","booking/booking.spec.ts","",""
"","11417","Should not login with wrong email","chromium","2026-06-08","failed","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","35068","Should show success toast on logout","chromium","2026-06-08","broken","2026-06-08","CyberBnB Login","homepage/login.spec.ts","",""
"","11665","UPDATE_PROFILE_11: Should show error for incorrect phone length","chromium","2026-06-08","failed","2026-06-08","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","16563","PROMINENT_LOCATION_03: Should switch between locations","chromium","2026-06-08","passed","2026-06-08","Prominent Location","homepage/location.spec.ts","",""
"","15269","BOOKING_01: Not logged in click Book → show login request notification","chromium","2026-06-08","passed","2026-06-08","Booking","booking/booking.spec.ts","",""
