"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7023","UPDATE_PROFILE_05: Should show error for incorrect email format","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","6644","BOOKED_03: Should load multiple rooms with pagination","chromium","2026-07-11","passed","2026-07-11","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","17349","REVIEW_01: Comment section displays correctly: avatar, name, stars, date, content (BUG)","chromium","2026-07-11","passed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","6564","BOOKING_02: Log in first → book room → success + appears in dashboard","chromium","2026-07-11","failed","2026-07-11","Booking","booking/booking.spec.ts","",""
"","6461","UPDATE_AVATAR_06: Should reject image exceeding file size limit","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","7798","PROMINENT_LOCATION_01: Should filter room data by location","chromium","2026-07-11","passed","2026-07-11","Prominent Location","homepage/location.spec.ts","",""
"","3899","Responsive - Mobile layout must display hamburger menu toggle","chromium","2026-07-11","passed","2026-07-11","","homepage/layout.spec.ts","",""
"","15461","Should not create duplicate account when clicking register multiple times","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","19998","SEARCH_FILTER_09: Should search by pressing Enter","chromium","2026-07-11","passed","2026-07-11","Search Filter","homepage/search-filter.spec.ts","",""
"","7296","Should not register with existing email","chromium","2026-07-11","failed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","8519","SEARCH_07: Click on search bar → expands, click outside → collapses (BUG)","chromium","2026-07-11","passed","2026-07-11","Search","homepage/search.spec.ts","",""
"","5716","Location Integrity - All 8 popular locations from API must be visible on homepage","chromium","2026-07-11","passed","2026-07-11","","homepage/layout.spec.ts","",""
"","8165","Should not register with future date of birth","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","6559","UPDATE_AVATAR_08: Should handle multiple upload clicks","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","9088","UPDATE_AVATAR_07: Should handle rectangular image upload","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","7212","REVIEW_05: Submit comment without selecting stars → still succeeds","chromium","2026-07-11","failed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","6528","UPDATE_AVATAR_04: Should show error when no image selected","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","6671","BOOKED_01: Should display list of rented rooms","chromium","2026-07-11","failed","2026-07-11","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","6935","REVIEW_07: Comment with only spaces → reject submit (BUG)","chromium","2026-07-11","passed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","5044","PROMINENT_LOCATION_04: Should show hover effect on location cards","chromium","2026-07-11","passed","2026-07-11","Prominent Location","homepage/location.spec.ts","",""
"","6453","UPDATE_PROFILE_09: Should show error when phone is blank","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","6557","Should logout from another page successfully","chromium","2026-07-11","failed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","11406","SEARCH_04: Select dates on homepage → search bar updates with correct selected dates","chromium","2026-07-11","passed","2026-07-11","Search","homepage/search.spec.ts","",""
"","6390","Should show success toast on login","chromium","2026-07-11","failed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","7127","UPDATE_PROFILE_01: Should open profile editing popup","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","8189","ROOM_LIST_03: Should toggle favorite icon","chromium","2026-07-11","failed","2026-07-11","Room List","homepage/room-list.spec.ts","",""
"","6131","ROOM_02: Access room detail via direct URL → displays correctly","chromium","2026-07-11","passed","2026-07-11","Room Detail","booking/room-detail.spec.ts","",""
"","7542","BOOKING_04: Booking modal displays fully: price, reviews, dates, guests, book button, total price, language consistency","chromium","2026-07-11","passed","2026-07-11","Booking","booking/booking.spec.ts","",""
"","7692","Should not register with incorrect phone number length","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","6728","SEARCH_FILTER_08: Should search by clicking magnifying glass icon","chromium","2026-07-11","passed","2026-07-11","Search Filter","homepage/search-filter.spec.ts","",""
"","7016","UPDATE_PROFILE_11: Should show error for incorrect phone length","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7028","UPDATE_PROFILE_16: Should handle multiple consecutive update clicks","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7140","Should show error when only Name is filled","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","6582","UPDATE_PROFILE_13: Should show error for future date of birth","chromium","2026-07-11","passed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","6523","UPDATE_PROFILE_12: Should show error when birthday is blank","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7113","Should login successfully","chromium","2026-07-11","failed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","10090","Should register successfully","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","6836","Should toggle password visibility with eye icon","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","15946","Should not login with empty email and password","chromium","2026-07-11","passed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","6494","Should not login with wrong email","chromium","2026-07-11","failed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","8412","Footer - Information sections and links must display correct structure","chromium","2026-07-11","passed","2026-07-11","","homepage/layout.spec.ts","",""
"","10043","Should not register with password under 6 characters","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","7080","UPDATE_PROFILE_14: Should show error when gender is not selected","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7237","ROOM_LIST_02: Should navigate to room details on card click","chromium","2026-07-11","passed","2026-07-11","Room List","homepage/room-list.spec.ts","",""
"","7134","Should show error when only Email is filled","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","4730","ROOM_LIST_04: Should show map markers for rooms","chromium","2026-07-11","passed","2026-07-11","Room List","homepage/room-list.spec.ts","",""
"","8702","Should not login with invalid email format","chromium","2026-07-11","passed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","6816","Date Picker - Must display all static quick selection ranges","chromium","2026-07-11","passed","2026-07-11","","homepage/layout.spec.ts","",""
"","5101","SEARCH_FILTER_02: Should search rooms by valid location","chromium","2026-07-11","passed","2026-07-11","Search Filter","homepage/search-filter.spec.ts","",""
"","7229","Should not register with all fields empty","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","6369","SEARCH_06: Navigate to room detail → booking modal retains previously selected dates and guest count","chromium","2026-07-11","passed","2026-07-11","Search","homepage/search.spec.ts","",""
"","3456","Header - Filter bar and search elements must display correct structure","chromium","2026-07-11","passed","2026-07-11","","homepage/layout.spec.ts","",""
"","7125","UPDATE_PROFILE_02: Should close popup without saving","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","6985","REVIEW_02: Guest user sees ""Need login to comment"" notification","chromium","2026-07-11","passed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","6773","SEARCH_01: Search by location from homepage → display results for correct location","chromium","2026-07-11","passed","2026-07-11","Search","homepage/search.spec.ts","",""
"","6484","UPDATE_PROFILE_10: Should show error for incorrect phone format","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7015","UPDATE_PROFILE_08: Should accept name with numbers/special chars","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","10291","ROOM_03: Click ""Dịch sang tiếng Anh"" → content is translated (BUG)","chromium","2026-07-11","passed","2026-07-11","Room Detail","booking/room-detail.spec.ts","",""
"","5226","SEARCH_FILTER_01: Should show all locations when location is blank","chromium","2026-07-11","passed","2026-07-11","Search Filter","homepage/search-filter.spec.ts","",""
"","7341","Should close register form by clicking outside popup","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","4545","ROOM_LIST_05: Should focus map on room card click","chromium","2026-07-11","passed","2026-07-11","Room List","homepage/room-list.spec.ts","",""
"","8848","BOOKING_07: Click Check-in → opens date picker, select dates → displays correctly on modal","chromium","2026-07-11","passed","2026-07-11","Booking","booking/booking.spec.ts","",""
"","7280","REVIEW_08: Comment with special characters, emoji → success","chromium","2026-07-11","failed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","8520","Should not register with letters in phone number","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","8462","Should close login form by clicking outside popup","chromium","2026-07-11","passed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","6470","REVIEW_03: Logged in user submits comment → success and instantly displays","chromium","2026-07-11","failed","2026-07-11","User Reviews","booking/review.spec.ts","",""
"","4661","SEARCH_FILTER_03: Should open date range picker","chromium","2026-07-11","passed","2026-07-11","Search Filter","homepage/search-filter.spec.ts","",""
"","7202","UPDATE_PROFILE_17: Should persist data after page refresh","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","1","EARNINGS_01: Should access earnings page","chromium","2026-07-11","skipped","2026-07-11","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","5873","PROMINENT_LOCATION_02: Should navigate to room list on location click","chromium","2026-07-11","passed","2026-07-11","Prominent Location","homepage/location.spec.ts","",""
"","13537","Should open login box","chromium","2026-07-11","passed","2026-07-11","CyberBnB Login","homepage/login.spec.ts","",""
"","6885","Should open signup box","chromium","2026-07-11","passed","2026-07-11","CyberBnB Register","homepage/register.spec.ts","",""
"","7084","UPDATE_AVATAR_09: Should persist avatar after page refresh","chromium","2026-07-11","failed","2026-07-11","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","7154","SEARCH_02: Search by another location from results page → switch to new location","chromium","2026-07-11","passed","2026-07-11","Search","homepage/search.spec.ts","",""
"","6976","ROOM_04: Click ""Hiển thị thêm""/""Ẩn bớt"" description (BUG)","chromium","2026-07-11","passed","2026-07-11","Room Detail","booking/room-detail.spec.ts","",""
