"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4866","Should toggle password visibility with eye icon","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","3814","Login form should not have password toggle icon","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","7660","BOOKING_06: Tăng/giảm số khách bằng +/– → đúng giá trị, không vượt giới hạn min/max","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","9824","BOOKING_02: Đăng nhập trước → đặt phòng → thành công + xuất hiện trong dashboard","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","15373","DEBUG CHẨN ĐOÁN: Tìm ra nguyên nhân gốc rễ","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","4405","Should not register with password under 6 characters","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","3504","SEARCH_02: Tìm kiếm theo địa điểm khác từ trang kết quả → chuyển sang location mới","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","3339","Should show success toast on login","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","5343","BOOKED_03: Should load multiple rooms with pagination","chromium","2026-06-07","passed","2026-06-07","Dashboard - Booked Rooms","dashboard/booked.spec.ts","",""
"","2647","SEARCH_03: Mở location picker → hiển thị đầy đủ tất cả địa điểm từ API","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","1","SEARCH_FILTER_04: Should reject end date before start date","chromium","2026-06-07","skipped","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","6205","UPDATE_PROFILE_04: Should show error when email is blank","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7520","UPDATE_PROFILE_02: Should close popup without saving","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","3599","ROOM_LIST_03: Should toggle favorite icon","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","4244","Should not register with invalid email format","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","2288","Date Picker - Hiển thị đủ các tùy chọn chọn nhanh (Static Ranges)","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","8968","REVIEW_06: Bình luận quá dài → giới hạn ký tự hoặc cảnh báo (BUG)","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","8037","UPDATE_PROFILE_11: Should show error for incorrect phone length","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","6549","UPDATE_AVATAR_09: Should persist avatar after page refresh","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","3121","REVIEW_02: Guest user sees ""Need login to comment"" notification","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","6126","UPDATE_AVATAR_02: Should close photo update popup","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","7242","Should logout from another page successfully","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","1823","ROOM_LIST_05: Should focus map on room card click","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","1","EARNINGS_02: Should restrict access for non-host user","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","3006","SEARCH_06: Vào room detail → booking modal giữ lại ngày, số khách đã chọn trước đó","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","7792","UPDATE_PROFILE_10: Should show error for incorrect phone format","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","7696","BOOKING_03: Đăng nhập ngay tại trang room detail → đặt phòng → thành công + xuất hiện trong dashboard","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","8799","BOOKING_02: Log in first → book room → success + appears in dashboard","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","3707","ROOM_05: Click image → gallery opens, navigate next/prev, close gallery","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","2645","SEARCH_FILTER_03: Should open date range picker","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","5135","SEARCH_08: Apply price filter → results change according to filter (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","6768","UPDATE_PROFILE_07: Should show error when name is blank","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","2849","ROOM_LIST_02: Should navigate to room details on card click","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","6300","Should show success toast on logout","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","7209","UPDATE_PROFILE_12: Should show error when birthday is blank","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","5599","UPDATE_AVATAR_07: Should handle rectangular image upload","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","1027","REVIEW_04: Room chưa có bình luận → hiển thị ""Chưa có bình luận""","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","8459","BOOKING_05: Chọn ngày quá khứ (Yesterday) → không được áp dụng vào check-in (BUG: app cho phép)","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","1448","Responsive - Kiểm tra Mobile Layout","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","907","REVIEW_04: Room with no comments → displays ""No comments""","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","2540","SEARCH_FILTER_05: Should have disabled past dates","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","4392","Should close login form with X button","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","8398","BOOKING_05: Select past date (Yesterday) → must not apply to check-in (BUG: app allows)","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","5538","ROOM_03: Click ""Dịch sang tiếng Anh"" → content is translated (BUG)","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","3985","BOOKING_01: Chưa đăng nhập bấm Đặt phòng → hiện thông báo yêu cầu đăng nhập","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","5506","SEARCH_07: Click on search bar → expands, click outside → collapses (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","2617","PROMINENT_LOCATION_01: Should filter room data by location","chromium","2026-06-07","passed","2026-06-07","Prominent Location","homepage/location.spec.ts","",""
"","8890","UPDATE_PROFILE_16: Should handle multiple consecutive update clicks","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","3813","SEARCH_09: Trang kết quả hiển thị đủ: banner location, search bar, filters, danh sách phòng","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","4620","Should close login form by clicking outside popup","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","1721","ROOM_02: Truy cập room detail bằng URL trực tiếp → hiển thị đúng","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","2176","PROMINENT_LOCATION_04: Should show hover effect on location cards","chromium","2026-06-07","passed","2026-06-07","Prominent Location","homepage/location.spec.ts","",""
"","7584","BOOKING_03: Log in directly on room detail page → book room → success + appears in dashboard","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","3832","Should login successfully","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","4573","Should not login with invalid email format","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","3291","Should show error when only Name is filled","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","2001","ROOM_LIST_04: Should show map markers for rooms","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","2956","SEARCH_FILTER_06: Should filter rooms by guest count","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","4560","Should not login with wrong password","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","2405","SEARCH_05: Select dates on results page → date picker works normally","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","7502","BOOKING_06: Increase/decrease guest count using +/– → correct values, within min/max limits","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","3534","Footer - Kiểm tra cấu trúc các mục thông tin và liên kết","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","4251","Should not login with empty email and password","chromium","2026-06-07","passed","2026-06-07","CyberBnB Login","homepage/login.spec.ts","",""
"","7360","REVIEW_05: Submit bình luận không chọn sao → vẫn thành công","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","4290","SEARCH_01: Search by location from homepage → display results for correct location","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","3870","Should open signup box","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","4182","REVIEW_01: Comment section displays correctly: avatar, name, stars, date, content (BUG)","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","2917","REVIEW_02: Guest user thấy thông báo ""Cần đăng nhập để bình luận""","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","5095","BOOKING_07: Click Check-in → opens date picker, select dates → displays correctly on modal","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","4412","Should close register form with X button","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","3","EARNINGS_01: Should access earnings page","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Earnings","dashboard/earnings.spec.ts","",""
"","6750","SEARCH_07: Click vào search bar → mở rộng, click ra ngoài → thu gọn (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","4325","Should not register with future date of birth","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","7263","SEARCH_08: Áp dụng filter giá → kết quả thay đổi theo filter (BUG)","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","17408","SEARCH_FILTER_09: Should search by pressing Enter","chromium","2026-06-07","passed","2026-06-07","Search Filter","homepage/search-filter.spec.ts","",""
"","5322","UPDATE_PROFILE_08: Should accept name with numbers/special chars","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","3425","BOOKING_01: Not logged in click Book → show login request notification","chromium","2026-06-07","passed","2026-06-07","Booking","booking/booking.spec.ts","",""
"","8023","UPDATE_PROFILE_09: Should show error when phone is blank","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","4417","Should not register with existing email","chromium","2026-06-07","passed","2026-06-07","CyberBnB Register","homepage/register.spec.ts","",""
"","9198","UPDATE_AVATAR_06: Should reject image exceeding file size limit","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","14966","REVIEW_07: Comment with only spaces → reject submit (BUG)","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","7114","REVIEW_03: User đã login submit bình luận → thành công và hiển thị ngay","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
"","3933","ROOM_05: Click ảnh → gallery mở, điều hướng next/prev, đóng gallery","chromium","2026-06-07","passed","2026-06-07","Room Detail","booking/room-detail.spec.ts","",""
"","2501","SEARCH_04: Chọn ngày trên trang chủ → search bar cập nhật đúng ngày đã chọn","chromium","2026-06-07","passed","2026-06-07","Search","homepage/search.spec.ts","",""
"","2","UPDATE_AVATAR_05: Should reject non-image file format","chromium","2026-06-07","skipped","2026-06-07","Dashboard - Update Avatar","dashboard/avatar.spec.ts","",""
"","6198","UPDATE_PROFILE_05: Should show error for incorrect email format","chromium","2026-06-07","passed","2026-06-07","Dashboard - Update Profile","dashboard/profile.spec.ts","",""
"","3061","ROOM_LIST_06: Should maintain markers when zooming map","chromium","2026-06-07","passed","2026-06-07","Room List","homepage/room-list.spec.ts","",""
"","2608","Location Picker - Dữ liệu hiển thị phải khớp với API","chromium","2026-06-07","passed","2026-06-07","","homepage/layout.spec.ts","",""
"","6581","REVIEW_05: Submit comment without selecting stars → still succeeds","chromium","2026-06-07","passed","2026-06-07","User Reviews","booking/review.spec.ts","",""
